FID,Shape *,Field1,ID,Genus,Species,Subspecies,Sex,Habitat,Collection,count,Natural_in,observatio,num_identi,num_iden_1,Location,MunicipioC,StateProvi,Country,DecimalLon,Altitude_M,georeferen,positional,public_pos,geoprivacy,Comments_o,year_begin,month_begi,day_begin,year_end,month_end,day_end,time,time_zone,time_notes,time_comme,Primary_Co,Secondary_,Primary__1,Secondary1,data_quali,duplicatio,coordinate,on_the_lan,select_for,DecimalLat,duplicat_1
10,Point,17,8364,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,Ahome,Sinaloa,Mexico,-109.0511, , ,0, , , ,0,0,0, , , , , , , , , ,"nan----Ibarra-Cerdeña, C., Zandívar-Riverón, A., Peterson, A. T., Sanchez-Cordero, V., & Ramsey, J. M. (2014). Phylogeny and Niche Conservatism in North and Central American Triatomine Bugs (Hemiptera: Reduviidae: Triatominae), Vectors of Chagas’ Di","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,25.8267, 
11,Point,18,8392,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,Millard,Utah,United States,-112.549, , ,0, , , ,0,0,0, , , , , , , , , ,"nan----Ibarra-Cerdeña, C., Zandívar-Riverón, A., Peterson, A. T., Sanchez-Cordero, V., & Ramsey, J. M. (2014). Phylogeny and Niche Conservatism in North and Central American Triatomine Bugs (Hemiptera: Reduviidae: Triatominae), Vectors of Chagas’ Di","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES,[8392 9348],Location different, ,TRUE,38.5983,TRUE
12,Point,19,8617,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,Navojoa,Sonora,Mexico,-109.4453, , ,0, , , ,0,0,0, , , , , , , , , ,"nan----Ibarra-Cerdeña, C., Zandívar-Riverón, A., Peterson, A. T., Sanchez-Cordero, V., & Ramsey, J. M. (2014). Phylogeny and Niche Conservatism in North and Central American Triatomine Bugs (Hemiptera: Reduviidae: Triatominae), Vectors of Chagas’ Di","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,27.0808, 
13,Point,20,8618,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,San Ignacio,Sinaloa,Mexico,-106.7881, , ,0, , , ,0,0,0, , , , , , , , , ,"nan----Ibarra-Cerdeña, C., Zandívar-Riverón, A., Peterson, A. T., Sanchez-Cordero, V., & Ramsey, J. M. (2014). Phylogeny and Niche Conservatism in North and Central American Triatomine Bugs (Hemiptera: Reduviidae: Triatominae), Vectors of Chagas’ Di","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,MunicipioCounty different, ,TRUE,24.0464, 
14,Point,21,8688,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,La Yesca,Nayarit,Mexico,-104.2053, , ,0, , , ,0,0,0, , , , , , , , , ,"nan----Ibarra-Cerdeña, C., Zandívar-Riverón, A., Peterson, A. T., Sanchez-Cordero, V., & Ramsey, J. M. (2014). Phylogeny and Niche Conservatism in North and Central American Triatomine Bugs (Hemiptera: Reduviidae: Triatominae), Vectors of Chagas’ Di","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,21.45, 
15,Point,22,8728,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,Culiacán,Sinaloa,Mexico,-107.3844, , ,0, , , ,0,0,0, , , , , , , , , ,"nan----Ibarra-Cerdeña, C., Zandívar-Riverón, A., Peterson, A. T., Sanchez-Cordero, V., & Ramsey, J. M. (2014). Phylogeny and Niche Conservatism in North and Central American Triatomine Bugs (Hemiptera: Reduviidae: Triatominae), Vectors of Chagas’ Di","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,24.7992, 
16,Point,23,8782,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,Los Angeles,California,United States,-117.8503, , ,0, , , ,0,0,0, , , , , , , , , ,"nan----Ibarra-Cerdeña, C., Zandívar-Riverón, A., Peterson, A. T., Sanchez-Cordero, V., & Ramsey, J. M. (2014). Phylogeny and Niche Conservatism in North and Central American Triatomine Bugs (Hemiptera: Reduviidae: Triatominae), Vectors of Chagas’ Di","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES,[8782 8929],Location different, ,TRUE,34.6017, 
17,Point,24,8793,Triatoma,recurva, , , ,HUMAN_OBSERVATION,57, , , , , ,Batopilas de Manuel Gómez Morín,Chihuahua,Mexico,-107.740106, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Licón-Trillo, A., Balsimelli De La Peña, K., Acosta-Legarda, M., Leal-Berumen, I., Nogueda-Torres, B., & Martínez-Ibarra, J. A. (2010). Infección natural por Trypanosoma cruzi en triatominos del Centro y Norte de México. Boletín de Malariolo","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,[8793 8881 11918],Location different, ,TRUE,27.025417, 
18,Point,26,8878,Triatoma,recurva, , ,Domicilio | Peridomicilio,HUMAN_OBSERVATION,0, , , , , ,Mezquital,Durango,Mexico,-104.816667, , ,0, , , ,0,0,0, , , , , , , , , ,"nan----Martínez-Ibarra, J. A., Nogueda-Torres, B., Montañez-Valdez, O. D., Rocha-Chávez, G., & Tapia-González, J. M. (2012). Presencia de Meccus longipennis y Triatoma recurva en el estado de Durango, México. Boletín de Malariología y Salud Ambien","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID, ,Location different, ,TRUE,22.866667, 
19,Point,31,20054,Triatoma,recurva, ,MALE, ,HUMAN_OBSERVATION,0, , , , , ,"San Ignacio, Sin., México",Sinaloa,Mexico,-106.52247, , ,0, , , ,2021,5,3, , , ,12:16:00-05:00, , , , , ,RightsHolder:Bodo Nuñez Oberg----https://www.inaturalist.org/observations/77766070,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,[20054 20273 20624 20626 20627 20628 20631],Location different, ,TRUE,23.868497, 
20,Point,32,20056,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,"80708 Sin., México",Sinaloa,Mexico,-106.700424, , ,0, , , ,2022,5,1, , , ,21:42:43-06:00, , , , , ,RightsHolder:Manuel Guillermo Millán Otero----https://www.inaturalist.org/observations/115048476,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES, ,MunicipioCounty different, ,TRUE,24.423546, 
21,Point,33,20260,Triatoma,recurva, ,FEMALE, ,HUMAN_OBSERVATION,0, , , , , ,"Mazatlán, Sin., México",Sinaloa,Mexico,-106.254471, , ,0, , , ,2019,6,18, , , ,06:03:56-05:00, , , , , ,RightsHolder:Diego Barrales----https://www.inaturalist.org/observations/27379550,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",CONTINENT_DERIVED_FROM_COORDINATES, ,MunicipioCounty different, ,TRUE,23.749974, 
22,Point,34,20271,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,"Unnamed Road, Sinaloa, México",Sinaloa,Mexico,-106.33573, , ,100, , , ,2021,5,8, , , ,21:31:00-05:00, , , , , ,RightsHolder:Diego Barrales----https://www.inaturalist.org/observations/79673097,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,[20271 20272 20275],MunicipioCounty different, ,TRUE,23.612495,TRUE
23,Point,38,20285,Triatoma,recurva, , ,"found on my window one morning. Largest I've seen here. Thinking it might be T. recurva, but not sure.",HUMAN_OBSERVATION,0, , , , , ,"Appleton-Whittell Research Ranch of The National Audubon Scoiety, Elgin, Santa Cruz County, AZ, USA",Arizona,United States,-110.506736, , ,2, , , ,2022,5,22, , , ,06:41:00-07:00, , , , , ,RightsHolder:buffalobeal----https://www.inaturalist.org/observations/118923533,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,31.590184, 
24,Point,39,20313,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,"E Wickenburg Way, Wickenburg, AZ, US",Arizona,United States,-112.69513, , ,6, , , ,2022,5,7, , , ,21:53:29-07:00, , , , , ,RightsHolder:Eric Hough----https://www.inaturalist.org/observations/116045324,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES, ,MunicipioCounty different, ,TRUE,33.933212, 
25,Point,40,20317,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,"Coronado National Forest, Sahuarita, AZ, US",Arizona,United States,-110.785486, , ,10, , , ,2021,7,16, , , ,10:51:31-06:00, , , , , ,RightsHolder:alcedo77----https://www.inaturalist.org/observations/87295300,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES, ,MunicipioCounty different, ,TRUE,31.798385, 
26,Point,42,20522,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,"Benson, AZ 85602, USA",Arizona,United States,-110.352259, , ,5, , , ,2021,6,3, , , ,15:10:24Z, , , , , ,RightsHolder:Dylan Dorey----https://www.inaturalist.org/observations/82577628,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES, ,MunicipioCounty different, ,TRUE,31.837985, 
27,Point,44,20604,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,"Mazatlán, MX-SI, MX",Sinaloa,Mexico,-106.393512, , ,30154, , , ,2021,5,9, , , ,14:28:00-06:00, , , , , ,RightsHolder:GeRa_MaChaDo----https://www.inaturalist.org/observations/80283179,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES, ,MunicipioCounty different, ,TRUE,23.787577, 
28,Point,45,20618,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,"Calle Nemorosa, Hermosillo, SON, MX",Sonora,Mexico,-110.966754, , ,65, , , ,2021,5,20, , , ,14:17:09-07:00, , , , , ,RightsHolder:albertoemt----https://www.inaturalist.org/observations/79569331,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,29.152445, 
29,Point,54,20850,Triatoma,recurva, ,MALE, ,HUMAN_OBSERVATION,0, , , , , ,"San Miguel de Horcasitas, Son., México",Sonora,Mexico,-110.804536, , ,183, , , ,2017,6,4, , , ,21:02:00-07:00, , , , , ,RightsHolder:Omar Calva----https://www.inaturalist.org/observations/54984703,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,29.592348, 
30,Point,55,20895,Triatoma,recurva, ,MALE, ,HUMAN_OBSERVATION,0, , , , , ,"Álamos, Sonora, Mexico",Sonora,Mexico,-108.753662, , ,8265, , , ,2018,4,18, , , ,20:21:00-10:00, , , , , ,RightsHolder:Ryan S Terrill----https://www.inaturalist.org/observations/12105804,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,26.975933, 
31,Point,56,20923,Triatoma,recurva, ,FEMALE, ,HUMAN_OBSERVATION,0, , , , , ,"Pima County, AZ, USA",Arizona,United States,-110.587051, , ,0, , , ,2020,6,28, , , ,14:30:00-07:00, , , , , ,RightsHolder:Ethan----https://www.inaturalist.org/observations/51314539,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,32.092475, 
32,Point,57,20972,Triatoma,recurva, , , ,HUMAN_OBSERVATION,0, , , , , ,"Maricopa County, AZ, USA",Arizona,United States,-111.81609, , ,24, , , ,2019,8,4, , , ,22:38:00-07:00, , , , , ,RightsHolder:Mike Plagens----https://www.inaturalist.org/observations/30286006,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,33.885696, 
33,Point,58,21143,Triatoma,recurva, ,MALE, ,HUMAN_OBSERVATION,0, , , , , ,"Hermosillo, Son., México",Sonora,Mexico,-110.913205, , ,22, , , ,2019,5,26, , , ,15:50:22-06:00, , , , , ,RightsHolder:Karla Rodríguez Briseño----https://www.inaturalist.org/observations/25942335,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,29.167553, 
34,Point,59,21217,Triatoma,recurva, ,MALE,"an uncomfortably high number of Triatoma were out and about while I was blacklighting. by the end of the night one even found its way into my car. i usually accept that there are gonna be bugs in my car at all times, but the acceptable amount of Triatoma",HUMAN_OBSERVATION,0, , , , , ,"Pima County, AZ, USA",Arizona,United States,-110.718255, , ,15, , , ,2019,6,4, , , ,21:54:00-07:00, , , , , ,RightsHolder:C. Mallory----https://www.inaturalist.org/observations/26442689,"iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-03-31.",COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,[21007 21213 21217 21276 21305],Location different, ,TRUE,32.345082, 
